source,title,content,language,collected_at
VNExpress,HLV PSG muốn bóng đá dùng thẻ xanh như bóng bầu dục,"HLV trưởng PSG Luis Enrique hoan nghênh ý tưởng áp dụng cơ chế rút thẻ xanh trong bóng bầu dục vào bóng đá, theo đó các cầu thủ sẽ phải tạm thời rời sân sau ...",vi,2026-01-17 20:33:05.275921
VNExpress,Nhật Bản thắng Jordan nhờ luân lưu ở tứ kết U23 châu Á,"Arab SaudiNhật Bản vất vả hòa Jordan 1-1 qua 120 phút, rồi thắng luân lưu 4-2 ở trận tứ kết đầu tiên của vòng chung kết U23 châu Á 2026.",vi,2026-01-17 20:33:05.275961
VNExpress,Việt Nam - UAE: Viết tiếp kỳ tích ở U23 châu Á 2026,Arab SaudiUAE được đánh giá là đối thủ vừa sức để thầy trò HLV Kim Sang-sik tiếp tục hành trình ấn tượng tại vòng chung kết U23 châu Á 2026.,vi,2026-01-17 20:33:05.275987
VNExpress,Bộ trưởng Nguyễn Mạnh Hùng: 'Tài sản lớn nhất của startup là tìm được vấn đề',"Khó cạnh tranh với nước ngoài về vốn, nhân lực hay công nghệ, ""cửa"" cho startup Việt, theo Bộ trưởng Nguyễn Mạnh Hùng, là tìm vấn đề đủ lớn, đủ khó của xã hội và đổi mới sáng tạo để giải quyết.",vi,2026-01-17 20:33:06.398367
VNExpress,Giải pháp lọc nước hydrogen ion kiềm từ máy lọc nước Hòa Phát,"Máy lọc nước Hòa Phát HyperS HPA885 ứng dụng công nghệ điện phân đa tầng, mang đến nguồn nước hàm lượng hydrogen 880-1800 ppb, hướng tới lối sống lành mạnh cho gia đình Việt.",vi,2026-01-17 20:33:06.398568
VNExpress,"Đầu tư, lướt sóng bất động sản tăng trở lại","Nhu cầu mua bất động sản để ở và tích sản có xu hướng giảm, trong khi hoạt động đầu tư, lướt sóng ngắn hạn tăng trở lại.",vi,2026-01-17 20:33:07.534365
VNExpress,FLC tiếp tục làm dự án sân golf hơn nghìn tỷ ở Gia Lai,Gia LaiCông ty con của Tập đoàn FLC được duyệt là nhà đầu tư dự án sân golf Đak Đoa hơn 1.000 tỷ đồng sau 5 năm đình trệ.,vi,2026-01-17 20:33:07.534402
VNExpress,"Hạ tầng hàng không, giao thông mở hướng phát triển cho Đông Anh","Cảng hàng không quốc tế Gia Bình cùng các trục giao thông mới tạo lực đẩy cho khu Đông Bắc Hà Nội, trong đó Cổ Loa (Đông Anh) là điểm kết nối giữa sân bay, đô thị mới và nội đô.",vi,2026-01-17 20:33:07.534429
VNExpress,Đề xuất cho bán 'nhà trên giấy' dù đang thế chấp ngân hàng,"HoREA đề xuất cho phép chủ đầu tư bán, cho thuê mua nhà hình thành trong tương lai dù đang thế chấp, chưa giải chấp ngay nếu ngân hàng và người mua đồng ý.",vi,2026-01-17 20:33:07.534455
VNExpress,FLC muốn hồi sinh dự án hơn 2.300 tỷ đồng dở dang,Tập đoàn FLC đề xuất tỉnh Thanh Hóa cho chuyển đổi dự án khu công nghiệp Hoàng Long hơn 2.300 tỷ đồng dang dở thành khu đô thị để phù hợp quy hoạch mới.,vi,2026-01-17 20:33:07.534481
VNExpress,Hà Nội giao 4 ha đất xây nhà liền kề ở gần dự án Olympic,Gần 4 ha đất tại huyện Thường Tín (cũ) được giao cho công ty thành viên của HDMon Holdings để làm dự án nhà liền kề.,vi,2026-01-17 20:33:07.534506
VNExpress,Vì sao nhiều dự án bất động sản nghỉ dưỡng 'chết yểu'?,"Thiếu tiêu chuẩn vận hành, lệch định vị sản phẩm, tiếp cận thị trường theo tư duy bán nhà ở khiến nhiều dự án bất động sản nghỉ dưỡng thất bại, theo chuyên gia.",vi,2026-01-17 20:33:07.534541
VNExpress,"1,6 tỷ đồng cải tạo căn hộ 140 m2 bằng vật liệu độc bản","Hà NộiCăn hộ được cải tạo bằng việc khai thác vật liệu mới lạ làm ngôn ngữ thiết kế chủ đạo, tạo trải nghiệm sống liền mạch và có chiều sâu.",vi,2026-01-17 20:33:07.534586
VNExpress,Tập đoàn T&T đề xuất nghiên cứu đầu tư loạt dự án tại Lâm Đồng,"Tập đoàn T&T Group kiến nghị nghiên cứu các phương án đầu tư tại Lâm Đồng, tập trung vào bất động sản, năng lượng tái tạo và nông nghiệp công nghệ cao.",vi,2026-01-17 20:33:07.534613
VNExpress,"Bình Sơn Ocean Park bổ sung nguồn liền kề, shophouse ven biển","Khánh HòaBình Sơn Ocean Park mang đến nhiều căn liền kề shophouse ven biển trong tổng thể đô thị hoàn thiện hạ tầng, tập trung vào chức năng thương mại, dịch vụ, cư trú tại Nam Khánh Hòa.",vi,2026-01-17 20:33:07.534641
VNExpress,Masterise Homes ra mắt 7 tòa căn hộ mới tại Ocean Park 2,"Masterise Homes phát triển dự án Masteri Grand Coast gồm 7 tòa tháp cao 27 tầng tại Ocean Park 2, hướng đến không gian sống khoáng đạt với hệ tiện ích cảnh quan liên hoàn.",vi,2026-01-17 20:33:07.534667
VNExpress,SJ Group thi công đồng thời nhà ở và hạ tầng tại Vista Nam An Khánh,"Hà NộiDự án Vista Nam An Khánh được SJ Group triển khai xây dựng đồng thời hạng mục nhà ở và hệ thống hạ tầng giao thông, cảnh quan nội khu.",vi,2026-01-17 20:33:07.534693
VNExpress,Lợi thế thương mại của nhà phố hai mặt tiền Vinhomes Royal Island,Nhà phố hai mặt tiền Vinhomes Royal Island đáp ứng nhu cầu vừa ở vừa kinh doanh nhờ thiết kế hai mặt tiền và hưởng lợi từ hạ tầng đồng bộ của khu vực.,vi,2026-01-17 20:33:07.534719
VNExpress,Landmark 35 phát triển căn hộ đa dạng diện tích,"Landmark 35 tại phường Hồng Gai, Quảng Ninh phát triển bộ sưu tập căn hộ từ studio đến bốn phòng ngủ, đáp ứng nhu cầu ở thực và nâng cao chất lượng sống cho cư dân trung tâm.",vi,2026-01-17 20:33:07.534758
VNExpress,Eco Retreat ra mắt phân khu lễ hội 71 ha,"Tây NinhDự án Eco Retreat 220 ha ra mắt phân khu mới với tên gọi ""Mùa Lễ Hội"", tập trung các hoạt động thương mại, dịch vụ, sự kiện cộng đồng.",vi,2026-01-17 20:33:07.534783
VNExpress,Bảng giá đất mới tại Hưng Yên có nơi tăng hơn 10 lần,"Bảng giá đất ở của Hưng Yên áp dụng từ 1/1 tăng tại hầu hết khu vực, nhiều nơi cao hơn 8-10 lần.",vi,2026-01-17 20:33:07.534808
VNExpress,Đồng Nai khởi công hai dự án nhà ở xã hội từ 450 triệu đồng một căn,"Hai dự án nhà ở xã hội rộng 2,1 ha và 3,7 ha được xây dựng ở xã Phước An đáp ứng gần 8.500 hộ dân, giá rẻ nhất 450 triệu đồng một căn.",vi,2026-01-17 20:33:07.534833
VNExpress,Gia Lai đấu giá khu đô thị 200 ha tại Pleiku,"UBND tỉnh Gia Lai vừa quyết định đấu giá quyền sử dụng đất để thực hiện dự án khu đô thị CK54 tại phường Pleiku, với giá khởi điểm hơn 2.247 tỷ đồng.",vi,2026-01-17 20:33:07.534857
VNExpress,Môi giới tháo chạy khỏi khu vực sốt đất đấu giá,"Nghệ AnMôi giới, nhà đầu tư lần lượt rút khỏi xã Đại Huệ, thị trường nhanh chóng hạ nhiệt, sau khi có thông tin cho thấy các chính quyền thận trọng với đề xuất làm khu công nghiệp.",vi,2026-01-17 20:33:07.534883
VNExpress,Không gian sống cho ba thế hệ lấy cảm hứng từ nếp nhà xưa,"Hải PhòngVượt khỏi công năng để ở, công trình chú trọng kết nối con người với thiên nhiên và ký ức, tạo nên không gian sống an yên, bền vững.",vi,2026-01-17 20:33:07.534923
VNExpress,Sun Group ra mắt đảo Nam tại đô thị Charmora City,"Đảo Nam thuộc đô thị Charmora City do Sun Property phát triển hướng đến mô hình an cư sinh thái, gắn với không gian sống chăm sóc sức khỏe.",vi,2026-01-17 20:33:07.534948
VNExpress,"Chính sách cam kết tiền thuê 1,6 tỷ đồng trong hai năm tại Bạch Đằng 1288","Hải PhòngChủ đầu tư dự án Bạch Đằng 1288 công bố chính sách cam kết tiền thuê 9% giá bán trong hai năm cho các căn shophouse, với tổng giá trị khoảng 1,6 tỷ đồng mỗi căn.",vi,2026-01-17 20:33:07.534973
VNExpress,Huế đấu giá khu đất gần đồi Vọng Cảnh làm khu nghỉ dưỡng sinh thái,"Khu đất gần 7 ha cạnh lăng Tự Đức và đồi Vọng Cảnh được TP Huế đấu giá quyền sử dụng đất 50 năm để làm khu nghỉ dưỡng, mức khởi điểm 194 tỷ đồng.",vi,2026-01-17 20:33:07.534998
VNExpress,Hải Phòng có thêm dự án nhà xã hội gần 20 triệu một m2,"Dự án nhà xã hội tại xã Mao Điền, TP Hải Phòng sẽ có giá tạm tính 19,7 triệu đồng một m2, nhận đăng ký mua từ cuối tháng này.",vi,2026-01-17 20:33:07.535024
VNExpress,CBRE: Hơn 34.000 căn hộ dự kiến chào bán tại TP HCM năm nay,"TP HCM năm 2026 dự kiến đón hơn 34.000 căn hộ, tăng gần gấp đôi so với năm trước, trong đó khu vực nội thành dự kiến đóng góp khoảng 15.000 căn, theo CBRE.",vi,2026-01-17 20:33:07.535048
VNExpress,Hơn 1.400 ha đất tại dự án khu đô thị Đại Ninh bị thu hồi,Lâm ĐồngToàn bộ 1.428 ha đất đã giao Công ty Sài Gòn Đại Ninh để làm khu đô thị sinh thái được tỉnh thu hồi từ ngày 13/1.,vi,2026-01-17 20:33:07.535088
VNExpress,"Nam công nhân gục xuống, ngừng tim khi đang may","TP HCMNgười bệnh nam 26 tuổi đang làm việc với máy may thì bất ngờ quỵ xuống, ngừng tim nghi do điện giật, được bác sĩ cấp cứu kịp thời và thoát cửa tử.",vi,2026-01-17 20:33:08.695424
VNExpress,Bác sĩ Trung Quốc hướng dẫn 2 thói quen cải thiện chức năng thận sau 3 tháng,Bác sĩ Hung Yung-hsiang hướng dẫn bệnh nhân suy thận mạn cải thiện sức khỏe bằng cách uống nước theo trọng lượng cơ thể và tập thể dục vừa sức mỗi ngày.,vi,2026-01-17 20:33:08.695458
VNExpress,Người đàn ông tử vong sau 4 tháng bị chó cắn,"Lào CaiSau 4 tháng bị chó cắn vào ngón chân của bàn chân phải, người đàn ông ở Hợp Thành tử vong với dấu hiệu bệnh dại.",vi,2026-01-17 20:33:08.695486
VNExpress,"Tăng gần 30 kg, tưởng béo phì hóa ra suy thận giai đoạn cuối","Trung QuốcCơ thể tăng vọt từ 51 kg lên 80 kg trong vài tháng, Xiao Ran, 24 tuổi, ngỡ mình béo phì do ăn uống nhưng thực chất mắc hội chứng ure huyết.",vi,2026-01-17 20:33:08.695517
VNExpress,Siêu đầu bếp Gordon Ramsay 'chỉ ăn 2 miếng' để duy trì thể trạng khỏe mạnh,"AnhDù luôn phải tiếp xúc với những món ăn thượng hạng, Gordon Ramsay vẫn duy trì được hình thể săn chắc sau khi giảm 19 kg, nhờ thực đơn cân bằng, kỷ luật trong tập luyện và nguyên tắc ""chỉ ăn 2 miếng"".",vi,2026-01-17 20:33:08.695545
VNExpress,Ba bệnh viện lớn ở Cần Thơ hợp tác điều trị ung thư,"Ba bệnh viện Ung bướu TP Cần Thơ, Đa khoa TP Cần Thơ và Quân y 121 ký kết hợp tác điều trị ung thư khu vực miền Tây, hạn chế chuyển tuyến lên TP HCM.",vi,2026-01-17 20:33:08.695587
VNExpress,Stress khiến nhiều đàn ông 'bất lực',"Áp lực kinh tế, công việc và biến cố gia đình khiến nhiều nam giới rơi vào trạng thái căng thẳng kéo dài, gây suy giảm testosterone, dẫn đến rối loạn cương dương và mất ham muốn tình dục.",vi,2026-01-17 20:33:08.695612
VNExpress,Ăn trứng thường xuyên tốt cho não bộ thế nào,Một đánh giá hệ thống mới đây chỉ ra rằng ăn từ 3 đến 7 quả trứng mỗi tuần có thể là chìa khóa giúp duy trì sự minh mẫn và ngăn ngừa sa sút trí tuệ khi về già.,vi,2026-01-17 20:33:08.695638
VNExpress,5 món ăn giàu magie giúp ngủ ngon giấc,"Ăn quả bơ, chuối, mè đen, khoai lang thường xuyên cung cấp magie, giúp cơ thể thư giãn và dễ đi vào giấc ngủ sâu.",vi,2026-01-17 20:33:08.695665
VNExpress,Mổ nội soi - kỹ thuật chiếm ưu thế trong điều trị phụ khoa,"Hơn 75% bệnh nhân phụ khoa tại Bệnh viện Từ Dũ TP HCM được phẫu thuật nội soi giúp hồi phục nhanh, xuất viện chỉ sau 2-3 ngày thay vì chịu đau đớn và nằm viện dài ngày như mổ hở.",vi,2026-01-17 20:33:08.695691
VNExpress,Hội chứng Lemierre,"Hội chứng Lemierre xảy ra khi nhiễm trùng do vi khuẩn lan vào các mô và không gian sâu bên trong cổ, hình thành cục máu đông trong tĩnh mạch cảnh.",vi,2026-01-17 20:33:08.695715
VNExpress,Ngồi nhiều gây yếu sinh lý?,"Nhiều người nói nam giới ngồi nhiều, lười vận động gây hại sức khỏe sinh sản, yếu sinh lý, điều này đúng không?(Tùng, 25 tuổi, Hà Nội).",vi,2026-01-17 20:33:08.695755
VNExpress,Biến chứng khi cắt bao quy đầu không đúng cách,"Sẹo xấu, co kéo, nhiễm trùng, lây bệnh truyền nhiễm... có thể xảy ra khi nam giới cắt bao quy đầu sai cách.",vi,2026-01-17 20:33:08.695783
VNExpress,Đau nhức xương khớp có nên xoa dầu nóng?,"Khi đau nhức xương khớp, tôi thường xoa bóp dầu nóng, có lúc giảm đau có lúc không. Dùng dầu nóng thường xuyên có an toàn? (Mỹ Ngọc, Tiền Giang)",vi,2026-01-17 20:33:08.695809
VNExpress,Vi khuẩn xâm nhập máu tấn công tinh hoàn người đàn ông,"TP HCMAnh Tuấn, 35 tuổi, đau sưng tinh hoàn, xét nghiệm ghi nhận nhiễm vi khuẩn Klebsiella pneumoniae.",vi,2026-01-17 20:33:08.695836
VNExpress,Mẹo ăn thịt nướng giảm nguy cơ ung thư,"Ướp thịt với các loại thảo mộc, luộc hoặc chần sơ trước khi nướng và kiểm soát nhiệt độ hợp lý có thể giảm nguy cơ hình thành các chất gây ung thư.",vi,2026-01-17 20:33:08.695860
VNExpress,6 dấu hiệu ung thư họng thường gặp,"Ung thư họng có thể gây mảng trắng hoặc loét lâu lành, khối u ở cổ, cảm giác nghẹn, khàn tiếng và các bất thường ở lưỡi.",vi,2026-01-17 20:33:08.695886
VNExpress,Ô nhiễm không khí có làm hen phế quản nặng hơn?,"Tôi bị hen phế quản nhiều năm nay, gần đây ho nhiều hơn vào những ngày không khí ô nhiễm, hít phải bụi mịn, khói bụi. Môi trường có làm bệnh nặng hơn không? (Trần Mai, Hà Nội)",vi,2026-01-17 20:33:08.695926
VNExpress,Uống gì giàu sắt tốt cho phụ nữ?,"Nước ép táo, mận, sinh tố hạt bí ngô, rau chân vịt giàu sắt giúp cung cấp năng lượng, hỗ trợ cân bằng hormone cho phụ nữ.",vi,2026-01-17 20:33:08.695953
VNExpress,Điều gì xảy ra với đường huyết khi uống trà bạc hà?,"Trà bạc hà không trực tiếp làm giảm đường huyết nhưng có thể hỗ trợ ổn định chỉ số này nhờ cung cấp nước, giảm căng thẳng và cải thiện chất lượng giấc ngủ.",vi,2026-01-17 20:33:08.695980
VNExpress,5 món chống viêm giúp ngủ ngon nên ăn mỗi tuần,"Một số loại quả mọng, rau củ, cá béo giúp giảm tình trạng viêm gây khó chịu và đau nhức, tránh gián đoạn giấc ngủ.",vi,2026-01-17 20:33:08.696007
VNExpress,5 loại vitamin cần thiết cho phụ nữ tuổi 40,"Bổ sung các loại vitamin A, C, D, E, vitamin nhóm B giúp bảo vệ sức khỏe xương, ổn định nội tiết tố cho phụ nữ.",vi,2026-01-17 20:33:08.696033
VNExpress,Xăm môi có lây viêm gan B không?,"Tôi định xăm môi hồng, nhưng nghe nói dụng cụ xăm có thể lây viêm gan B và các bệnh khác, làm sao để phòng bệnh? (Thúy Hoàng, 35 tuổi, Hà Nội)",vi,2026-01-17 20:33:08.696084
VNExpress,Tăng men gan do đột biến gene gây ứ sắt,"Hà NộiBà Mai, 62 tuổi, men gan luôn cao gấp 3-4 lần bình thường không rõ nguyên nhân, nay xét nghiệm di truyền xác định đột biến gene gây ứ sắt.",vi,2026-01-17 20:33:08.696278
VNExpress,Vì sao phẫu thuật ung thư phổi?,"Phẫu thuật có thể loại bỏ triệt căn khối u ung thư phổi, tăng cơ hội sống cho người bệnh, giảm nguy cơ tái phát.",vi,2026-01-17 20:33:08.696457
VNExpress,Làm gì giúp trẻ ít ốm vặt khi trời lạnh?,"Trời lạnh, con tôi hay ốm vặt, uống thuốc bớt rồi lại ho, sốt, sổ mũi, lâu khỏi bệnh. Chăm sóc, tăng cường sức đề kháng cho con thế nào? (Minh Anh, TP HCM)",vi,2026-01-17 20:33:08.696520
VNExpress,Lương tân cử nhân Đại học Kinh tế TP HCM trên 9 triệu đồng,"97% sinh viên Đại học Kinh tế TP HCM có việc trong vòng một năm sau khi tốt nghiệp, đa số làm ở khối tư nhân với lương tháng trên 9 triệu đồng.",vi,2026-01-17 20:33:09.840370
VNExpress,Chủ nhân Nobel Vật lý giảng bài cho học sinh Việt Nam,"Giảng bài về sóng hấp dẫn, GS Takaaki Kajita, chủ nhân Giải Nobel Vật lý 2015, giúp nhiều học sinh hiểu hơn nghiên cứu khoa học và cách kết nối để tham gia vào các dự án lớn.",vi,2026-01-17 20:33:09.840399
VNExpress,Học viện Kỹ thuật quân sự dự kiến tuyển hệ dân sự ngành Kỹ thuật ôtô,"Học viện Kỹ thuật quân sự (MTA) dự kiến tăng 120 chỉ tiêu hệ dân sự so với năm ngoái, tuyển mới hai chương trình đào tạo là Điện tử Y sinh và Kỹ thuật ôtô.",vi,2026-01-17 20:33:09.840423
VNExpress,Trường học 114 tỷ đồng dở dang suốt 8 năm ở TP HCM,"Trường THCS Hiệp Bình Phước xây năm 2018, xong phần thô rồi bỏ hoang đến nay, trong khi nhiều trường học chật vật xoay xở vì thiếu phòng, cơ sở vật chất xuống cấp.",vi,2026-01-17 20:33:09.840448
VNExpress,27 học sinh giải vàng cuộc thi nhạc cụ lớn nhất Hà Nội,Hà Nội27 học sinh giành huy chương vàng trong lần đầu Liên hoan nhạc cụ được tổ chức ở bậc học phổ thông.,vi,2026-01-17 20:33:09.840471
VNExpress,Du học sinh Việt vi phạm thị thực ở Hàn Quốc tăng vọt,"Cứ 10 du học sinh ở lại trái phép hoặc làm quá giờ quy định ở Hàn Quốc thì có 7-9 người Việt, tăng vọt trong 10 năm qua.",vi,2026-01-17 20:33:09.840493
VNExpress,Sơn La rút phương án thi lớp 10 với tổ hợp 6 môn,"Dù đánh giá thi tổ hợp vào lớp 10 là cần thiết, Sở Giáo dục Sơn La rút lại đề xuất do ""chưa nhận được đồng thuận"" của xã hội.",vi,2026-01-17 20:33:09.840538
VNExpress,VinFast cùng 30 trường chuẩn hóa chương trình đào tạo kỹ sư ôtô điện,"VinFast hợp tác với 30 trường đại học, cao đẳng chuyên ngành kỹ thuật nhằm chuẩn hóa chương trình, giáo trình trong lĩnh vực sản xuất và sửa chữa ô tô điện.",vi,2026-01-17 20:33:09.840565
VNExpress,"Người mẹ 'sững người' khi hỏi con lý do chỉ được 9,75 điểm Toán","Nhận tin con đạt 9,75 điểm Toán, thay vì khen ngợi, chị Tú hỏi ngay về 0,25 điểm bị mất, câu trả lời của con gái khiến chị ""sững người""",vi,2026-01-17 20:33:09.840590
VNExpress,Đồng tiền nào ở châu Á có giá trị thấp nhất thế giới so với USD?,"Một đơn vị tiền tệ nước này chỉ đổi được 0,000011 USD, là đồng tiền yếu nhất thế giới, theo Forbes.",vi,2026-01-17 20:33:09.840617
VNExpress,Nhiều nhân viên trường học nguy cơ mất việc,"Nghệ AnSau nhiều năm làm hợp đồng, 5 nhân viên trường học ở xã Lam Thành mất việc, do vướng mắc kinh phí sau khi chuyển từ cấp huyện về xã.",vi,2026-01-17 20:33:09.840642
VNExpress,Đề tham khảo thi đánh giá năng lực Đại học Sư phạm Hà Nội,Trường Đại học Sư phạm Hà Nội (HNUE) công bố đề tham khảo và đáp án 12 môn thi đánh giá năng lực SPT năm 2026 để thí sinh ôn tập.,vi,2026-01-17 20:33:09.840668
VNExpress,"Trường quốc tế học phí 1,1 tỷ đồng bị đình chỉ tuyển sinh","Hải PhòngTrường Quốc tế Shattuck-St. Mary's Việt Nam - được quảng cáo dạy theo tiêu chuẩn Mỹ, học phí lên tới 1,1 tỷ đồng, phải dừng tuyển sinh vì chưa được cấp phép.",vi,2026-01-17 20:33:09.840710
VNExpress,Chàng trai Việt ở Apple chinh phục Đại học Harvard,"Từng nhận hàng trăm lá thư từ chối, Trần Tùng Anh không ngờ có ngày vừa làm việc ở Apple, vừa trúng tuyển chương trình thạc sĩ tại đại học danh tiếng hàng đầu Mỹ.",vi,2026-01-17 20:33:09.840736
VNExpress,Ai là phụ nữ quyền lực nhất thế giới?,"Tính cả năm 2025, bà đã bốn lần liên tiếp dẫn đầu top 100 ""phụ nữ quyền lực nhất thế giới"". Bà là ai?",vi,2026-01-17 20:33:09.840762
VNExpress,Đại học Công nghiệp Hà Nội thêm 5 tổ hợp mới,"Năm 2026, Đại học Công nghiệp Hà Nội (HaUI) mở mới ngành về trí tuệ nhân tạo, vi mạch bán dẫn, tăng 5 tổ hợp có Văn, Toán, Vật lý.",vi,2026-01-17 20:33:09.840788
VNExpress,'Thủ khoa' bỏ lỡ giấc mơ Harvard vì quên đọc email,"Hyosang, 23 tuổi, ngỡ ngàng vì phát hiện mình đã bỏ lỡ thư báo trúng tuyển của Đại học Harvard - ngôi trường mơ ước, suốt 6 năm.",vi,2026-01-17 20:33:09.840814
VNExpress,"Trường khen top 10 học sinh đi học sớm, gây 'bão' mạng","Hải PhòngBài đăng khen 10 học sinh đi học sớm nhất, gọi các em là những ""chiến binh bình minh"" của trường THPT Hàng Hải thu hút hàng triệu lượt xem và tương tác.",vi,2026-01-17 20:33:09.840840
VNExpress,"ĐH Giao thông vận tải siết xét học bạ, bỏ quy đổi IELTS","Trường Đại học Giao thông vận tải (UTC) đưa ra mức sàn về điểm thi tốt nghiệp THPT để xét học bạ, không quy đổi IELTS từ 5.0 mà chỉ cộng điểm ưu tiên.",vi,2026-01-17 20:33:09.840879
VNExpress,Siết điểm cộng IELTS để tránh 'một thành tích tính hai lần',"Nhiều trường ủng hộ siết điểm cộng với chứng chỉ ngoại ngữ như IELTS, tránh việc ""một thành tích được tính hai lần"" - vừa quy đổi, vừa cộng điểm.",vi,2026-01-17 20:33:09.840905
VNExpress,Nước nào có thành phố đắt đỏ nhất Đông Nam Á?,"Không tính tiền thuê nhà, phí sinh hoạt ở thành phố này là khoảng 30,3 triệu đồng một người mỗi tháng, đắt đỏ nhất châu Á.",vi,2026-01-17 20:33:09.840931
VNExpress,Đại học Công nghệ Kỹ thuật TP HCM chủ yếu xét tuyển kết hợp,"Trường Đại học Công nghệ Kỹ thuật TP HCM (HCMUTE) chủ yếu xét kết hợp điểm thi tốt nghiệp THPT, đánh giá năng lực, học bạ thay vì xét riêng như trước.",vi,2026-01-17 20:33:09.840958
VNExpress,10 điểm đến du học đang lên ngoài 'bộ tứ',"Trong khi bốn cường quốc Mỹ, Anh, Canada, Australia siết chặt quy định với du học sinh, nhiều điểm đến khác như Đức, Pháp hay Hàn Quốc đang nổi lên nhờ học phí thấp và chính sách cởi mở.",vi,2026-01-17 20:33:09.840983
VNExpress,Đại học Sư phạm Hà Nội công bố ba phương thức xét tuyển,"Năm 2026, trường Đại học Sư phạm Hà Nội (HNUE) mở 8 ngành mới, áp dụng ba phương thức xét tuyển, trong đó điều chỉnh loạt tổ hợp xét bằng điểm thi SPT.",vi,2026-01-17 20:33:09.841009
VNExpress,Cựu sinh viên Bách khoa rẽ lối học Y sau 5 năm làm trưởng phòng,"Đang là trưởng phòng kinh doanh ở tuổi 27, Đào Sỹ Sơn, cựu sinh viên Đại học Bách khoa Hà Nội, quyết định theo đuổi con đường làm bác sĩ.",vi,2026-01-17 20:33:09.841055
VNExpress,Techcombank trao học bổng 1 triệu USD cho quán quân 'A.I thực chiến',"Techcombank trao học bổng du học quốc tế ""Điều kỳ diệu"" trị giá 1 triệu USD cho đội Converged, quán quân chương trình ""A.I thực chiến"" mùa đầu, tại đêm chung kết diễn ra tối 10/1.",vi,2026-01-17 20:33:09.841080
VNExpress,Đầu bếp mách bí quyết làm pate kiểu Pháp trong một giờ,"Hà NộiĐầu bếp Nguyễn Văn Khu hướng dẫn cách làm pate kiểu Âu tại nhà trong khoảng một tiếng, không cần hấp, phù hợp với người bận rộn nhưng vẫn muốn tự tay làm.",vi,2026-01-17 20:33:11.007152
VNExpress,Bên trong thế giới 'trục vong' online,"MalaysiaFitri bắt đầu buổi livestream ""thanh tẩy"" cho hàng nghìn người xem với tuyên bố có thể trục xuất ""vong ám"" qua màn hình smartphone.",vi,2026-01-17 20:33:11.007184
VNExpress,Người nước ngoài: Việt Nam cuồng nhiệt với bóng đá hơn Anh,"TP HCMThấy đường phố kẹt cứng, cờ đỏ rợp trời, Paul Holland từng hoảng sợ tưởng có chuyện gì bất thường nhưng lập tức nhận ra đó là người Việt ăn mừng chiến thắng bóng đá.",vi,2026-01-17 20:33:11.007213
VNExpress,Khốn khổ vì sống chung với gấu 260 kg dưới gầm nhà,"MỹÔng Ken Johnson mất ăn mất ngủ, phải tắm nước lạnh giữa mùa đông vì con gấu nặng 260 kg chọn gầm nhà ông làm nơi trú đông suốt hai tháng.",vi,2026-01-17 20:33:11.007241
VNExpress,Vợ xin cưới bạn thân cho chồng,"MalaysiaBiết chồng nảy sinh tình cảm với bạn thân của mình, Shuhadah Jaafar, ở bang Terengganu đau khổ nhưng vẫn quyết định ra tòa xin cho anh cưới người này làm vợ hai.",vi,2026-01-17 20:33:11.007267
VNExpress,Bí quyết ướp thịt mềm ngọt không cần muối hay rượu,"Thay vì dùng muối khiến thịt mất nước hay rượu để lại mùi nồng, công thức ""nước hành gừng - bột bắp - dầu ăn"" giúp thịt xào mềm, giữ trọn vị ngọt.",vi,2026-01-17 20:33:11.007311
VNExpress,Hành trình 'lột xác' không phẫu thuật của cô gái xấu xí,"Nhật BảnKozue Sakurada dành 13 năm nghiên cứu 30.000 bức ảnh tự chụp để tìm ra phong cách phù hợp, rũ bỏ ám ảnh ""xấu xí"" đeo bám từ thời thơ ấu.",vi,2026-01-17 20:33:11.007337
VNExpress,Làn sóng thanh niên Trung Quốc xuất ngoại tìm việc làm,"Bo đã lên kế hoạch di cư suốt ba năm, dự định sang Australia làm điều dưỡng, nếu không thành công anh sẽ chuyển hướng đi Pháp.",vi,2026-01-17 20:33:11.007362
VNExpress,Bức xúc vì hàng xóm lấn chiếm hành lang chung cư,"Cầm tờ giấy xuất viện hôm 14/1, việc đầu tiên chị Hằng làm không phải về nhà nghỉ ngơi mà đi thuê một căn hộ khác để tránh xa người hàng xóm ""độc hại"".",vi,2026-01-17 20:33:11.007388
VNExpress,4 kiểu 'lệch pha' âm thầm giết chết hôn nhân,"Khủng hoảng hôn nhân thường không nổ ra ngay lập tức mà tích tụ từ những lệch pha âm thầm về vai trò, giao tiếp và sự phát triển, theo chuyên gia tâm lý Luo Mingjin.",vi,2026-01-17 20:33:11.007413
VNExpress,Hành trình thực hiện dự án 'bảo tồn nguồn nước' của Heineken Việt Nam.,"Heineken Việt Nam duy trì dự án hơn một thập kỷ, mang nước sạch đến cho 15.000 người, tạo giá trị kinh tế cho hàng trăm hộ dân, đồng thời bảo tồn nước nhiều khu vực.",vi,2026-01-17 20:33:11.007440
VNExpress,Những lầm tưởng trong chuẩn bị mâm cúng của người Việt,"Nhiều gia đình mâu thuẫn, thậm chí vay mượn tiền bạc chỉ để bày biện mâm cỗ cúng hoành tráng, với tâm lý ""cúng to mới linh"".",vi,2026-01-17 20:33:11.007479
